service_date,day_type,bus,rail_boardings,total_rides,components_sum,difference,difference_pct_of_total,year,month,month_name,quarter,day_of_week,day_type_label,bus_share,rail_share
2001-07-23,W,854318,574685,1429003,1429003,0,0.0,2001,7,July,Q3,Monday,Weekday,0.5978419919342367,0.40215800806576335
2001-07-24,W,939133,630753,1569886,1569886,0,0.0,2001,7,July,Q3,Tuesday,Weekday,0.5982173227864953,0.4017826772135047
2001-07-25,W,874776,612547,1487323,1487323,0,0.0,2001,7,July,Q3,Wednesday,Weekday,0.588154691348147,0.41184530865185304
2001-07-26,W,954848,636674,1591522,1591522,0,0.0,2001,7,July,Q3,Thursday,Weekday,0.5999590329257152,0.4000409670742849
2001-07-27,W,933625,634484,1568109,1568109,0,0.0,2001,7,July,Q3,Friday,Weekday,0.5953827189308907,0.4046172810691094
2001-07-28,A,607195,357848,965043,965043,0,0.0,2001,7,July,Q3,Saturday,Saturday,0.6291895801534232,0.3708104198465768
2001-07-29,U,432534,236416,668950,668950,0,0.0,2001,7,July,Q3,Sunday,Sunday/Holiday,0.6465864414380746,0.3534135585619254
2001-07-30,W,908372,586076,1494448,1494448,0,0.0,2001,7,July,Q3,Monday,Weekday,0.60783111891481,0.39216888108519
2001-07-31,W,884617,596502,1481119,1481119,0,0.0,2001,7,July,Q3,Tuesday,Weekday,0.5972626102291578,0.40273738977084217
2001-08-01,W,873553,612734,1486287,1486287,0,0.0,2001,8,August,Q3,Wednesday,Weekday,0.5877418022225855,0.41225819777741446
2001-08-02,W,790639,549367,1340006,1340006,0,0.0,2001,8,August,Q3,Thursday,Weekday,0.590026462568078,0.40997353743192194
2001-08-03,W,984483,603405,1587888,1587888,0,0.0,2001,8,August,Q3,Friday,Weekday,0.6199952389589191,0.380004761041081
2001-08-04,A,648406,319386,967792,967792,0,0.0,2001,8,August,Q3,Saturday,Saturday,0.6699848727825813,0.3300151272174186
2001-08-05,U,453344,225172,678516,678516,0,0.0,2001,8,August,Q3,Sunday,Sunday/Holiday,0.668140471263758,0.331859528736242
2001-08-06,W,907499,585919,1493418,1493418,0,0.0,2001,8,August,Q3,Monday,Weekday,0.6076657707353199,0.3923342292646801
2001-08-07,W,875431,610601,1486032,1486032,0,0.0,2001,8,August,Q3,Tuesday,Weekday,0.5891064257028112,0.41089357429718876
2001-08-08,W,854367,596163,1450530,1450530,0,0.0,2001,8,August,Q3,Wednesday,Weekday,0.5890033298173771,0.4109966701826229
2001-08-09,W,846305,602242,1448547,1448547,0,0.0,2001,8,August,Q3,Thursday,Weekday,0.5842440735440411,0.415755926455959
2001-08-10,W,946431,626136,1572567,1572567,0,0.0,2001,8,August,Q3,Friday,Weekday,0.6018382682582046,0.3981617317417954
2001-08-11,A,607614,323141,930755,930755,0,0.0,2001,8,August,Q3,Saturday,Saturday,0.6528184108600007,0.34718158913999925
2001-08-12,U,420182,234020,654202,654202,0,0.0,2001,8,August,Q3,Sunday,Sunday/Holiday,0.6422817417250329,0.35771825827496706
2001-08-13,W,892382,571719,1464101,1464101,0,0.0,2001,8,August,Q3,Monday,Weekday,0.6095084970230878,0.3904915029769121
2001-08-14,W,866757,598019,1464776,1464776,0,0.0,2001,8,August,Q3,Tuesday,Weekday,0.5917334800679421,0.40826651993205787
2001-08-15,W,878793,584203,1462996,1462996,0,0.0,2001,8,August,Q3,Wednesday,Weekday,0.6006803846353647,0.3993196153646353
2001-08-16,W,800887,581402,1382289,1382289,0,0.0,2001,8,August,Q3,Thursday,Weekday,0.5793918637853589,0.4206081362146411
2001-08-17,W,929083,598538,1527621,1527621,0,0.0,2001,8,August,Q3,Friday,Weekday,0.6081894658426403,0.3918105341573597
2001-08-18,A,569201,296970,866171,866171,0,0.0,2001,8,August,Q3,Saturday,Saturday,0.6571462217044902,0.3428537782955098
2001-08-19,U,439920,235842,675762,675762,0,0.0,2001,8,August,Q3,Sunday,Sunday/Holiday,0.6509984284407824,0.34900157155921757
2001-08-20,W,876831,606101,1482932,1482932,0,0.0,2001,8,August,Q3,Monday,Weekday,0.5912820007930235,0.40871799920697643
2001-08-21,W,894995,608242,1503237,1503237,0,0.0,2001,8,August,Q3,Tuesday,Weekday,0.5953785065162712,0.4046214934837288
2001-08-22,W,864392,599157,1463549,1463549,0,0.0,2001,8,August,Q3,Wednesday,Weekday,0.5906136384910925,0.40938636150890745
2001-08-23,W,906026,612615,1518641,1518641,0,0.0,2001,8,August,Q3,Thursday,Weekday,0.5966031471559111,0.4033968528440889
2001-08-24,W,926014,619276,1545290,1545290,0,0.0,2001,8,August,Q3,Friday,Weekday,0.5992493318406253,0.4007506681593746
2001-08-25,A,518211,290626,808837,808837,0,0.0,2001,8,August,Q3,Saturday,Saturday,0.6406865660201004,0.3593134339798995
2001-08-26,U,439715,245014,684729,684729,0,0.0,2001,8,August,Q3,Sunday,Sunday/Holiday,0.6421737650953881,0.3578262349046119
2001-08-27,W,900370,590849,1491219,1491219,0,0.0,2001,8,August,Q3,Monday,Weekday,0.6037812018221335,0.39621879817786654
2001-08-28,W,933626,628532,1562158,1562158,0,0.0,2001,8,August,Q3,Tuesday,Weekday,0.5976514539502407,0.4023485460497594
2001-08-29,W,901782,625324,1527106,1527106,0,0.0,2001,8,August,Q3,Wednesday,Weekday,0.5905169647686539,0.4094830352313461
2001-08-30,W,913200,617044,1530244,1530244,0,0.0,2001,8,August,Q3,Thursday,Weekday,0.5967675743214808,0.40323242567851925
2001-08-31,W,986749,616977,1603726,1603726,0,0.0,2001,8,August,Q3,Friday,Weekday,0.6152852794055842,0.38471472059441575
2001-09-01,A,639977,319699,959676,959676,0,0.0,2001,9,September,Q3,Saturday,Saturday,0.6668677762078035,0.33313222379219654
2001-09-02,U,470771,243520,714291,714291,0,0.0,2001,9,September,Q3,Sunday,Sunday/Holiday,0.659074522848531,0.3409254771514691
2001-09-03,U,448248,213584,661832,661832,0,0.0,2001,9,September,Q3,Monday,Sunday/Holiday,0.6772836611103724,0.3227163388896276
2001-09-04,W,1120482,625640,1746122,1746122,0,0.0,2001,9,September,Q3,Tuesday,Weekday,0.6416974300764781,0.35830256992352194
2001-09-05,W,1047878,644950,1692828,1692828,0,0.0,2001,9,September,Q3,Wednesday,Weekday,0.6190103188274296,0.38098968117257037
2001-09-06,W,1053246,644766,1698012,1698012,0,0.0,2001,9,September,Q3,Thursday,Weekday,0.6202818354640603,0.37971816453593965
2001-09-07,W,1070339,659824,1730163,1730163,0,0.0,2001,9,September,Q3,Friday,Weekday,0.6186347760297729,0.3813652239702271
2001-09-08,A,645427,341332,986759,986759,0,0.0,2001,9,September,Q3,Saturday,Saturday,0.6540877762452635,0.34591222375473646
2001-09-09,U,492026,215773,707799,707799,0,0.0,2001,9,September,Q3,Sunday,Sunday/Holiday,0.6951493291174472,0.3048506708825528
2001-09-10,W,1075781,661092,1736873,1736873,0,0.0,2001,9,September,Q3,Monday,Weekday,0.6193780431845045,0.38062195681549543
2001-09-11,W,957593,525953,1483546,1483546,0,0.0,2001,9,September,Q3,Tuesday,Weekday,0.6454757722375983,0.3545242277624017
2001-09-12,W,931165,588507,1519672,1519672,0,0.0,2001,9,September,Q3,Wednesday,Weekday,0.6127407756410593,0.3872592243589406
2001-09-13,W,1010171,607718,1617889,1617889,0,0.0,2001,9,September,Q3,Thursday,Weekday,0.6243759615152832,0.3756240384847168
2001-09-14,W,1034666,613645,1648311,1648311,0,0.0,2001,9,September,Q3,Friday,Weekday,0.6277128527322817,0.3722871472677183
2001-09-15,A,615097,277875,892972,892972,0,0.0,2001,9,September,Q3,Saturday,Saturday,0.6888200301913162,0.3111799698086838
2001-09-16,U,417392,191270,608662,608662,0,0.0,2001,9,September,Q3,Sunday,Sunday/Holiday,0.685753340934706,0.31424665906529403
2001-09-17,W,919985,609381,1529366,1529366,0,0.0,2001,9,September,Q3,Monday,Weekday,0.6015466539729535,0.3984533460270465
2001-09-18,W,1039365,626518,1665883,1665883,0,0.0,2001,9,September,Q3,Tuesday,Weekday,0.6239123635933616,0.3760876364066384
2001-09-19,W,939442,625612,1565054,1565054,0,0.0,2001,9,September,Q3,Wednesday,Weekday,0.6002617162091531,0.39973828379084686
2001-09-20,W,973094,646112,1619206,1619206,0,0.0,2001,9,September,Q3,Thursday,Weekday,0.6009698580662374,0.39903014193376257
2001-09-21,W,967583,626032,1593615,1593615,0,0.0,2001,9,September,Q3,Friday,Weekday,0.6071623321818632,0.3928376678181367
2001-09-22,A,641096,307331,948427,948427,0,0.0,2001,9,September,Q3,Saturday,Saturday,0.675957137449693,0.324042862550307
2001-09-23,U,361048,190813,551861,551861,0,0.0,2001,9,September,Q3,Sunday,Sunday/Holiday,0.6542372082825204,0.3457627917174796
2001-09-24,W,940207,622061,1562268,1562268,0,0.0,2001,9,September,Q3,Monday,Weekday,0.6018218385065814,0.39817816149341856
2001-09-25,W,968563,638815,1607378,1607378,0,0.0,2001,9,September,Q3,Tuesday,Weekday,0.6025732590591635,0.3974267409408366
2001-09-26,W,1028542,639258,1667800,1667800,0,0.0,2001,9,September,Q3,Wednesday,Weekday,0.6167058400287805,0.3832941599712196
2001-09-27,W,1024125,642860,1666985,1666985,0,0.0,2001,9,September,Q3,Thursday,Weekday,0.6143576576873817,0.3856423423126183
2001-09-28,W,1024142,645884,1670026,1670026,0,0.0,2001,9,September,Q3,Friday,Weekday,0.6132491350434065,0.3867508649565935
2001-09-29,A,639464,330008,969472,969472,0,0.0,2001,9,September,Q3,Saturday,Saturday,0.6596002772643254,0.3403997227356747
2001-09-30,U,412037,219852,631889,631889,0,0.0,2001,9,September,Q3,Sunday,Sunday/Holiday,0.6520718037503422,0.34792819624965776
2001-10-01,W,1069361,639795,1709156,1709156,0,0.0,2001,10,October,Q4,Monday,Weekday,0.6256661182478369,0.37433388175216303
2001-10-02,W,1078342,658020,1736362,1736362,0,0.0,2001,10,October,Q4,Tuesday,Weekday,0.6210352449546811,0.3789647550453189
2001-10-03,W,1018388,657170,1675558,1675558,0,0.0,2001,10,October,Q4,Wednesday,Weekday,0.6077903599875385,0.3922096400124615
2001-10-04,W,902598,649681,1552279,1552279,0,0.0,2001,10,October,Q4,Thursday,Weekday,0.5814663472223743,0.41853365277762566
2001-10-05,W,1034680,651273,1685953,1685953,0,0.0,2001,10,October,Q4,Friday,Weekday,0.6137063132839409,0.3862936867160591
2001-10-06,A,628587,326860,955447,955447,0,0.0,2001,10,October,Q4,Saturday,Saturday,0.6578983449631429,0.3421016550368571
2001-10-07,U,404926,287483,692409,692409,0,0.0,2001,10,October,Q4,Sunday,Sunday/Holiday,0.5848075342752622,0.41519246572473784
2001-10-08,W,802729,531294,1334023,1334023,0,0.0,2001,10,October,Q4,Monday,Weekday,0.6017355023114294,0.3982644976885706
2001-10-09,W,1055377,645072,1700449,1700449,0,0.0,2001,10,October,Q4,Tuesday,Weekday,0.62064607641864,0.37935392358136
2001-10-10,W,898767,637568,1536335,1536335,0,0.0,2001,10,October,Q4,Wednesday,Weekday,0.58500717616926,0.41499282383074004
2001-10-11,W,1025128,647937,1673065,1673065,0,0.0,2001,10,October,Q4,Thursday,Weekday,0.6127245504508193,0.3872754495491807
2001-10-12,W,1000153,625089,1625242,1625242,0,0.0,2001,10,October,Q4,Friday,Weekday,0.6153871238867812,0.3846128761132188
2001-10-13,A,515481,273528,789009,789009,0,0.0,2001,10,October,Q4,Saturday,Saturday,0.6533271483595244,0.34667285164047557
2001-10-14,U,409065,209437,618502,618502,0,0.0,2001,10,October,Q4,Sunday,Sunday/Holiday,0.6613802380590523,0.3386197619409476
2001-10-15,W,1037513,627937,1665450,1665450,0,0.0,2001,10,October,Q4,Monday,Weekday,0.6229625626707497,0.3770374373292504
2001-10-16,W,1022047,634396,1656443,1656443,0,0.0,2001,10,October,Q4,Tuesday,Weekday,0.6170130816454293,0.3829869183545706
2001-10-17,W,1036702,641266,1677968,1677968,0,0.0,2001,10,October,Q4,Wednesday,Weekday,0.6178318060892699,0.38216819391073015
2001-10-18,W,1017434,646140,1663574,1663574,0,0.0,2001,10,October,Q4,Thursday,Weekday,0.6115952761945065,0.38840472380549346
2001-10-19,W,956423,642121,1598544,1598544,0,0.0,2001,10,October,Q4,Friday,Weekday,0.5983088360407971,0.4016911639592029
2001-10-20,A,632093,319399,951492,951492,0,0.0,2001,10,October,Q4,Saturday,Saturday,0.6643177241637345,0.3356822758362656
2001-10-21,U,433014,213638,646652,646652,0,0.0,2001,10,October,Q4,Sunday,Sunday/Holiday,0.6696244657095316,0.33037553429046845
2001-10-22,W,1012782,621894,1634676,1634676,0,0.0,2001,10,October,Q4,Monday,Weekday,0.6195613075618654,0.38043869243813455
2001-10-23,W,1000304,638393,1638697,1638697,0,0.0,2001,10,October,Q4,Tuesday,Weekday,0.6104264546771001,0.38957354532289984
2001-10-24,W,867027,625218,1492245,1492245,0,0.0,2001,10,October,Q4,Wednesday,Weekday,0.5810218831358122,0.41897811686418784
2001-10-25,W,947047,618401,1565448,1565448,0,0.0,2001,10,October,Q4,Thursday,Weekday,0.6049686735043259,0.3950313264956741
2001-10-26,W,981933,613047,1594980,1594980,0,0.0,2001,10,October,Q4,Friday,Weekday,0.6156396945416244,0.38436030545837563
2001-10-27,A,582223,291912,874135,874135,0,0.0,2001,10,October,Q4,Saturday,Saturday,0.6660561583737066,0.3339438416262934
2001-10-28,U,405374,208481,613855,613855,0,0.0,2001,10,October,Q4,Sunday,Sunday/Holiday,0.6603741926024875,0.33962580739751247
2001-10-29,W,1019942,623086,1643028,1643028,0,0.0,2001,10,October,Q4,Monday,Weekday,0.6207697008206798,0.3792302991793201
2001-10-30,W,994503,629005,1623508,1623508,0,0.0,2001,10,October,Q4,Tuesday,Weekday,0.6125642743984014,0.3874357256015985
2001-10-31,W,978585,628587,1607172,1607172,0,0.0,2001,10,October,Q4,Wednesday,Weekday,0.6088862921952348,0.3911137078047651
2001-11-01,W,1029256,641642,1670898,1670898,0,0.0,2001,11,November,Q4,Thursday,Weekday,0.6159897252854453,0.3840102747145547
2001-11-02,W,1042714,645966,1688680,1688680,0,0.0,2001,11,November,Q4,Friday,Weekday,0.6174728190065614,0.3825271809934387
2001-11-03,A,648350,315004,963354,963354,0,0.0,2001,11,November,Q4,Saturday,Saturday,0.6730132433145033,0.3269867566854967
2001-11-04,U,443453,222988,666441,666441,0,0.0,2001,11,November,Q4,Sunday,Sunday/Holiday,0.6654047395043222,0.3345952604956778
2001-11-05,W,1057697,629864,1687561,1687561,0,0.0,2001,11,November,Q4,Monday,Weekday,0.6267607511669208,0.37323924883307924
2001-11-06,W,1044478,638448,1682926,1682926,0,0.0,2001,11,November,Q4,Tuesday,Weekday,0.6206321608912098,0.3793678391087903
2001-11-07,W,1033982,640396,1674378,1674378,0,0.0,2001,11,November,Q4,Wednesday,Weekday,0.6175320029288488,0.3824679970711512
2001-11-08,W,1004574,636400,1640974,1640974,0,0.0,2001,11,November,Q4,Thursday,Weekday,0.6121815458380205,0.3878184541619794
2001-11-09,W,931849,620257,1552106,1552106,0,0.0,2001,11,November,Q4,Friday,Weekday,0.6003771649616715,0.39962283503832857
2001-11-10,A,618184,322793,940977,940977,0,0.0,2001,11,November,Q4,Saturday,Saturday,0.6569597344037101,0.3430402655962898
2001-11-11,U,416118,218931,635049,635049,0,0.0,2001,11,November,Q4,Sunday,Sunday/Holiday,0.6552533741490814,0.3447466258509186
2001-11-12,W,812747,527242,1339989,1339989,0,0.0,2001,11,November,Q4,Monday,Weekday,0.6065325909391793,0.39346740906082067
2001-11-13,W,1026715,641101,1667816,1667816,0,0.0,2001,11,November,Q4,Tuesday,Weekday,0.6156044791511773,0.38439552084882267
2001-11-14,W,994462,624162,1618624,1618624,0,0.0,2001,11,November,Q4,Wednesday,Weekday,0.6143872820370883,0.3856127179629117
2001-11-15,W,983434,615519,1598953,1598953,0,0.0,2001,11,November,Q4,Thursday,Weekday,0.6150487225077911,0.384951277492209
2001-11-16,W,1046467,623566,1670033,1670033,0,0.0,2001,11,November,Q4,Friday,Weekday,0.6266145639038271,0.373385436096173
2001-11-17,A,653210,354828,1008038,1008038,0,0.0,2001,11,November,Q4,Saturday,Saturday,0.6480013650279057,0.3519986349720943
2001-11-18,U,414683,201199,615882,615882,0,0.0,2001,11,November,Q4,Sunday,Sunday/Holiday,0.6733156676116528,0.3266843323883471
2001-11-19,W,999890,600948,1600838,1600838,0,0.0,2001,11,November,Q4,Monday,Weekday,0.6246041135955044,0.37539588640449567
2001-11-20,W,1005581,612391,1617972,1617972,0,0.0,2001,11,November,Q4,Tuesday,Weekday,0.621507047093522,0.378492952906478
2001-11-21,W,988420,589664,1578084,1578084,0,0.0,2001,11,November,Q4,Wednesday,Weekday,0.6263418170388902,0.3736581829611098
2001-11-22,U,322788,151915,474703,474703,0,0.0,2001,11,November,Q4,Thursday,Sunday/Holiday,0.6799788499335374,0.3200211500664626
2001-11-23,W,641780,356646,998426,998426,0,0.0,2001,11,November,Q4,Friday,Weekday,0.6427917542211441,0.3572082457788559
2001-11-24,A,504548,253414,757962,757962,0,0.0,2001,11,November,Q4,Saturday,Saturday,0.665663977877519,0.3343360221224811
2001-11-25,U,373755,186416,560171,560171,0,0.0,2001,11,November,Q4,Sunday,Sunday/Holiday,0.6672159037151155,0.3327840962848844
2001-11-26,W,993754,600439,1594193,1594193,0,0.0,2001,11,November,Q4,Monday,Weekday,0.623358652308723,0.37664134769127705
2001-11-27,W,985583,613858,1599441,1599441,0,0.0,2001,11,November,Q4,Tuesday,Weekday,0.6162046615036129,0.3837953384963872
2001-11-28,W,981842,614405,1596247,1596247,0,0.0,2001,11,November,Q4,Wednesday,Weekday,0.6150940299339639,0.38490597006603616
2001-11-29,W,972155,613392,1585547,1585547,0,0.0,2001,11,November,Q4,Thursday,Weekday,0.6131354037439445,0.38686459625605546
2001-11-30,W,1039082,625037,1664119,1664119,0,0.0,2001,11,November,Q4,Friday,Weekday,0.6244036634399343,0.3755963365600657
2001-12-01,A,640965,307646,948611,948611,0,0.0,2001,12,December,Q4,Saturday,Saturday,0.6756879268741349,0.3243120731258651
2001-12-02,U,418878,210748,629626,629626,0,0.0,2001,12,December,Q4,Sunday,Sunday/Holiday,0.6652806586767382,0.33471934132326175
2001-12-03,W,1051222,599106,1650328,1650328,0,0.0,2001,12,December,Q4,Monday,Weekday,0.6369776189945271,0.36302238100547285
2001-12-04,W,1049416,613294,1662710,1662710,0,0.0,2001,12,December,Q4,Tuesday,Weekday,0.6311479452219569,0.36885205477804306
2001-12-05,W,1039940,622264,1662204,1662204,0,0.0,2001,12,December,Q4,Wednesday,Weekday,0.625639211552854,0.3743607884471461
2001-12-06,W,1020021,623428,1643449,1643449,0,0.0,2001,12,December,Q4,Thursday,Weekday,0.6206587487655534,0.37934125123444656
2001-12-07,W,1023743,618300,1642043,1642043,0,0.0,2001,12,December,Q4,Friday,Weekday,0.6234568765860578,0.37654312341394225
2001-12-08,A,620074,315639,935713,935713,0,0.0,2001,12,December,Q4,Saturday,Saturday,0.6626754143631648,0.3373245856368352
2001-12-09,U,406917,207697,614614,614614,0,0.0,2001,12,December,Q4,Sunday,Sunday/Holiday,0.6620692011571491,0.33793079884285093
2001-12-10,W,1005376,597416,1602792,1602792,0,0.0,2001,12,December,Q4,Monday,Weekday,0.6272654218388911,0.3727345781611089
2001-12-11,W,1010462,614387,1624849,1624849,0,0.0,2001,12,December,Q4,Tuesday,Weekday,0.621880556285538,0.3781194437144621
2001-12-12,W,981259,609660,1590919,1590919,0,0.0,2001,12,December,Q4,Wednesday,Weekday,0.6167875297233862,0.3832124702766137
2001-12-13,W,990166,610845,1601011,1601011,0,0.0,2001,12,December,Q4,Thursday,Weekday,0.6184629587179601,0.3815370412820399
2001-12-14,W,982986,600798,1583784,1583784,0,0.0,2001,12,December,Q4,Friday,Weekday,0.6206566046885181,0.37934339531148187
2001-12-15,A,623138,319051,942189,942189,0,0.0,2001,12,December,Q4,Saturday,Saturday,0.6613726120767701,0.33862738792322983
2001-12-16,U,407448,213347,620795,620795,0,0.0,2001,12,December,Q4,Sunday,Sunday/Holiday,0.6563326057716315,0.34366739422836845
2001-12-17,W,995060,593314,1588374,1588374,0,0.0,2001,12,December,Q4,Monday,Weekday,0.6264645480220653,0.37353545197793464
2001-12-18,W,1014592,608735,1623327,1623327,0,0.0,2001,12,December,Q4,Tuesday,Weekday,0.6250077772377346,0.3749922227622654
2001-12-19,W,958790,591815,1550605,1550605,0,0.0,2001,12,December,Q4,Wednesday,Weekday,0.6183328442769113,0.38166715572308874
2001-12-20,W,987827,586572,1574399,1574399,0,0.0,2001,12,December,Q4,Thursday,Weekday,0.6274311657972343,0.37256883420276565
2001-12-21,W,994499,569456,1563955,1563955,0,0.0,2001,12,December,Q4,Friday,Weekday,0.6358872218190421,0.3641127781809579
2001-12-22,A,586969,268254,855223,855223,0,0.0,2001,12,December,Q4,Saturday,Saturday,0.6863344414263882,0.3136655585736118
2001-12-23,U,393359,184628,577987,577987,0,0.0,2001,12,December,Q4,Sunday,Sunday/Holiday,0.680567209989152,0.319432790010848
2001-12-24,W,525908,257022,782930,782930,0,0.0,2001,12,December,Q4,Monday,Weekday,0.6717177780899952,0.3282822219100047
2001-12-25,U,218872,93525,312397,312397,0,0.0,2001,12,December,Q4,Tuesday,Sunday/Holiday,0.7006213247886504,0.29937867521134964
2001-12-26,W,619967,380064,1000031,1000031,0,0.0,2001,12,December,Q4,Wednesday,Weekday,0.6199477816187698,0.38005221838123016
2001-12-27,W,690465,436814,1127279,1127279,0,0.0,2001,12,December,Q4,Thursday,Weekday,0.6125058658947785,0.3874941341052215
2001-12-28,W,739404,456879,1196283,1196283,0,0.0,2001,12,December,Q4,Friday,Weekday,0.6180845167907594,0.3819154832092406
2001-12-29,A,473194,224772,697966,697966,0,0.0,2001,12,December,Q4,Saturday,Saturday,0.6779613906694596,0.32203860933054046
2001-12-30,U,306871,160102,466973,466973,0,0.0,2001,12,December,Q4,Sunday,Sunday/Holiday,0.6571493426814826,0.3428506573185173
2001-12-31,W,650794,321388,972182,972182,0,0.0,2001,12,December,Q4,Monday,Weekday,0.6694158089740398,0.33058419102596015
2002-01-01,U,294360,122471,416831,416831,0,0.0,2002,1,January,Q1,Tuesday,Sunday/Holiday,0.7061854804465119,0.2938145195534881
2002-01-02,W,766853,491630,1258483,1258483,0,0.0,2002,1,January,Q1,Wednesday,Weekday,0.6093471266596371,0.39065287334036297
2002-01-03,W,838088,523292,1361380,1361380,0,0.0,2002,1,January,Q1,Thursday,Weekday,0.6156165067798851,0.3843834932201149
2002-01-04,W,858709,528849,1387558,1387558,0,0.0,2002,1,January,Q1,Friday,Weekday,0.61886349976001,0.38113650023998996
